name,description,price,category,subcategory,collection,rating,brand,colors,reviews,product_id,tags,image_url
Matrix Mirage Trousers,"Sleek, high-waist trousers engendering the essence of rebellion with an undercurrent of sophistication. Outfitted with discreet, integrated tech pockets and fabricated from a durable, sleek material, these trousers are an emblem of resistance and ingenuity.",120.0,Bottoms,Trousers & Pants,Cyberpunk,4.5,Vivid Verse,"['black', 'silver']","['Absolutely perfect for my nighttime escapades through the urban jungle.', 'Love the pockets! Finally, stylish pants that are practical for my tech gear.', ""Well-crafted and comfortable. They've become a staple in my daily wardrobe.""]",0192e547-07b9-4cbe-881e-533f7f653b3c,[],https://d3o574pyao1sq3.cloudfront.net/fashion/0192e547-07b9-4cbe-881e-533f7f653b3c.png
Glitch Grid Trousers,"Sleek, metallic trousers featuring a discreet, integrated utility belt and articulated knee panels for enhanced mobility. The silver sheen and discreet, textured black panels combine for an edgy yet refined look.",89.99,Bottoms,Trousers & Pants,Cyberpunk,4.5,Vivid Verse,"['silver', 'black']","['Unexpectedly comfortable for such a bold look.', 'The detailing is incredible, really stands out in a crowd.']",852f8b01-1e59-4631-812c-29321607ac60,[],https://d3o574pyao1sq3.cloudfront.net/fashion/852f8b01-1e59-4631-812c-29321607ac60.png
Rebel Tech Trousers,"Sleek and durable, these trousers feature hidden pockets and integrated flexible panels for the ultimate blend of style and utility. Perfect for the urban explorer.",89.99,Bottoms,Trousers & Pants,Cyberpunk,4.5,Urban Threadline,"['black', 'grey']","['Feels like the second skin, but better.', 'Impressed by the hidden features. Great for my bike rides.']",2ac0de07-6166-4a70-9a78-c2fa905629c7,[],https://d3o574pyao1sq3.cloudfront.net/fashion/2ac0de07-6166-4a70-9a78-c2fa905629c7.png
Quantum Cloak Parka,"A sleek, high-collar parka designed for the urban explorer. Features include an ultra-reflective surface for visibility and armored panels for protection. Tailored for resilience and stealth in any environment.",239.99,Outerwear,Coats,Cyberpunk,4.5,Nova Nest,"['black', 'silver']","['Impressively durable and surprisingly lightweight. Perfect for my midnight rides.', 'Futuristic look with real-world utility. The reflective surface is not just for show; it feels safe at night.']",7364563a-4141-4340-91dd-74b9afbff041,[],https://d3o574pyao1sq3.cloudfront.net/fashion/7364563a-4141-4340-91dd-74b9afbff041.png
Rebel Dusk Trench,"Sleek, weather-resistant trench coat with asymmetrical zippers and reinforced elbow patches. Offers ultimate urban protection with a rebel edge. Crafted for both durability and style, featuring a high collar and adjustable waist. Perfect for those who command attention without saying a word.",249.99,Outerwear,Coats,Cyberpunk,4.7,NixNada,"['black', 'silver']","['Ultimate combo of style and functionality!', 'Feels like wearing the future without going overboard.', 'Perfect for cold nights in the city. Absolutely love the design!']",c8274640-632e-4c1d-845e-9ba5853413dc,[],https://d3o574pyao1sq3.cloudfront.net/fashion/c8274640-632e-4c1d-845e-9ba5853413dc.png
ChromaTech Overcoat,Sleek overcoat blending minimal design with high-efficiency thermal insulation. Perfect for the urban explorer.,349.99,Outerwear,Coats,Cyberpunk,4.8,Nova Nest,"['black', 'grey']","['Incredibly warm without the bulk. The grey fades into the night.', 'Perfect balance of style and function. Feels like wearing the future.']",e78d0240-b5ac-470e-af9a-8fb2ff96a1e6,[],https://d3o574pyao1sq3.cloudfront.net/fashion/e78d0240-b5ac-470e-af9a-8fb2ff96a1e6.png
Stealth Matrix Trench,"Sleek and streamlined, this trench coat merges rebellion with stealth. Crafted from high-resistant fabric, it offers both protection and a dark allure. Silver detailing adds a subtle intrigue.",220.0,Outerwear,Coats,Cyberpunk,4.5,Vivid Verse,"['black', 'silver']","['Feels like wearing the future. The material is surprisingly comfortable and durable.', 'Perfect for cold, rainy nights. The silver accents are a nice touch.']",00ab66a0-880a-46de-837e-4615483c0f59,[],https://d3o574pyao1sq3.cloudfront.net/fashion/00ab66a0-880a-46de-837e-4615483c0f59.png
Rebel Trench,"A sleek, high-collar trench coat designed for the urban renegade. Crafted from durable, water-resistant material, it features stealth pockets and adjustable straps for a customizable fit. Silver accents and a deep black finish give it a stark, uncompromising look.",249.99,Outerwear,Coats,Cyberpunk,4.7,Urban Threadline,"['black', 'silver']","['Unmatched style and functionality', 'Feels like the future of fashion', 'Perfect for chilly nights in the cityscape']",201f3a99-6094-4f0c-a239-44989f7f8c89,[],https://d3o574pyao1sq3.cloudfront.net/fashion/201f3a99-6094-4f0c-a239-44989f7f8c89.png
Shroud Jacket,"Combining the essence of defiance with sleek protection, this jacket serves as armor in the urban sprawl. Crafted with ultra-resistant fabric, it deflects the urban grime while keeping its wearer enveloped in mystery. With silver trims that catch the dim light, it stands as a beacon of rebellion.",249.99,Outerwear,Jackets,Cyberpunk,4.8,Vivid Verse,"['black', 'silver']","['Absolutely love the finish, feels like stepping into a sci-fi novel!', ""The details on this jacket are impeccable. It's not just clothing; it's a statement.""]",1b5f6476-9ec2-4088-86a6-1fea7cd88474,['sale'],https://d3o574pyao1sq3.cloudfront.net/fashion/1b5f6476-9ec2-4088-86a6-1fea7cd88474.png
Tech Trench,"Sleek and edgy, this trench combines sleek design with high-resistance fabric, perfect for the urban explorer. Features include discreet utility pockets and adjustable fit to navigate the concrete jungle.",289.99,Outerwear,Coats,Cyberpunk,4.8,Vivid Verse,"['black', 'silver']","['Perfect for chilly nights on the move. The pockets are super handy!', 'Stylish and functional. Definitely a wardrobe staple.']",b19ed674-58af-4d95-9a23-811bf0288ffc,[],https://d3o574pyao1sq3.cloudfront.net/fashion/b19ed674-58af-4d95-9a23-811bf0288ffc.png
Flux Overcoat,"A sleek, graphite trench designed for the metropolitan adventurer. Featuring luminous, blue detailing that traces angular patterns across the fabric, ensuring visibility and enigma in the urban jungle.",259.99,Outerwear,Coats,Cyberpunk,4.5,Vivid Verse,"['grey', 'blue']","['Compelling design and surprisingly warm for late-night exploits.', ""The light details caught everyone's eye. A stunning piece!""]",b006f725-3efc-4ef1-a3fa-cc48f7c4dd9a,[],https://d3o574pyao1sq3.cloudfront.net/fashion/b006f725-3efc-4ef1-a3fa-cc48f7c4dd9a.png
Neon Drift Jacket,"A sleek, silver-jacket equipped with luminescent paneling for a high-impact visual under the night sky. Precision-cut for a slim fit.",189.99,Outerwear,Jackets,Cyberpunk,4.7,Vivid Verse,"['silver', 'blue']","['Absolutely lights up the room. Size fits perfectly and the quality is beyond what I expected.', 'Stunning jacket! Love the attention I get when the panels are lit. Super comfy too.']",c247aaf7-25a6-45c1-90bb-8aec2df9ebf3,"['new in', 'most loved']",https://d3o574pyao1sq3.cloudfront.net/fashion/c247aaf7-25a6-45c1-90bb-8aec2df9ebf3.png
Neon Drifter Coat,"A sleek, high-collar overcoat woven from temperature-regulating fabrics, featuring discreet, luminescent panels for night-time allure. Finished in a reflective silver and deep black duo-tone.",239.99,Outerwear,Coats,Cyberpunk,4.8,Vivid Verse,"['silver', 'black']","['This coat turns heads at night.', 'Feels like the armor of the future.', 'Incredibly comfortable and warm.']",52a0dc2b-6f75-4798-b7e1-aa9d2c2495e7,[],https://d3o574pyao1sq3.cloudfront.net/fashion/52a0dc2b-6f75-4798-b7e1-aa9d2c2495e7.png
Quantum Velocity Dress,"Dive into the twilight of advancement with our sleek metallic silver dress, tailored for those who command the night and dictate style beyond time. Engineered for grace and speed, it’s your perfect attire for a world that never sleeps.",159.99,Dresses & Jumpsuits,Formal Dresses,Cyberpunk,4.7,Vivid Verse,"['silver', 'black']","['Feels like wearing the future. Absolutely stunning and comfortable!', 'The silver hits differently under the city lights. Love it!', 'Got so many compliments. It’s daring but so stylish.']",e73f43be-3f8d-4a2a-8f2d-22aa22dbc7f9,"['sale', 'most loved']",https://d3o574pyao1sq3.cloudfront.net/fashion/e73f43be-3f8d-4a2a-8f2d-22aa22dbc7f9.png
Quantum Leap Jumpsuit,"Sleek and streamlined, this jumpsuit pairs chrome accents with a deep, twilight blue, embodying high-tech elegance with an edge.",159.99,Dresses & Jumpsuits,Jumpsuits & Rompers,Cyberpunk,4.7,Nova Nest,"['blue', 'silver']","['The material feels like a second skin and the chrome accents really pop. Totally worth it!', 'Absolutely in love with this jumpsuit! It feels so futuristic and fits like a glove.']",bbd77bc3-af6a-4b99-96c1-d8019ecbad53,[],https://d3o574pyao1sq3.cloudfront.net/fashion/bbd77bc3-af6a-4b99-96c1-d8019ecbad53.png
Quantum Leap Jumpsuit,Sleek and streamline design featuring asymmetrical zippers and a subtle metallic sheen. Perfect for the avant-garde adventurer.,189.99,Dresses & Jumpsuits,Jumpsuits & Rompers,Cyberpunk,4.8,NixNada,"['silver', 'black']","['Absolutely love the fit and futuristic vibe!', 'The material feels great, and the design turns heads.']",8db8170f-833f-4541-9700-2309adcf7a8b,[],https://d3o574pyao1sq3.cloudfront.net/fashion/8db8170f-833f-4541-9700-2309adcf7a8b.png
Quantum Leap Jumpsuit,"A sleek, metallic silver jumpsuit designed for the contemporary adventurer. Tailored for a slim fit, it features concealed utility compartments and a built-in holographic display on the wrist.",189.99,Dresses & Jumpsuits,Jumpsuits & Rompers,Cyberpunk,4.7,Vivid Verse,['silver'],"['Feels like stepping into the next century. Perfect fit and surprisingly comfortable!', 'The holographic display is a game-changer. Great for nights out!', 'Stunning design, but I wish there were more color options.']",cc5e566a-6ff6-418c-bc3b-dba5ebd86a82,['sale'],https://d3o574pyao1sq3.cloudfront.net/fashion/cc5e566a-6ff6-418c-bc3b-dba5ebd86a82.png
TechNoir Jumpsuit,"Sleek monostrap jumpsuit designed for a sleek silhouette, featuring asymmetrical zip detailing and integrated utility pockets. Crafted in a durable, lightweight fabric in a deep midnight blue. Ideal for those seeking a blend of elegance and edge.",189.99,Dresses & Jumpsuits,Jumpsuits & Rompers,Cyberpunk,4.5,Urban Threadline,"['blue', 'black']","['Striking design and surprisingly comfortable.', 'Perfect fit with a unique style, stands out in a crowd!', 'Loved the fabric, but the zip was a bit tricky.']",68a9f5e1-9671-4277-848d-9dcb47643796,[],https://d3o574pyao1sq3.cloudfront.net/fashion/68a9f5e1-9671-4277-848d-9dcb47643796.png
Eclipse Visor,"Sleek visor with integrated HUD for real-time environmental analysis, crafted in opaque black with subtle silver trim. Perfect for the urban explorer.",249.99,Accessories,Hats & Beanies,Cyberpunk,4.7,NixNada,"['black', 'silver']","['Feels like stepping into the future every time I wear it.', 'A must-have for any tech enthusiast!', 'The silver trim really pops! Love the design.']",e1aa22e8-c088-4db1-bf54-e1ffc1142640,[],https://d3o574pyao1sq3.cloudfront.net/fashion/e1aa22e8-c088-4db1-bf54-e1ffc1142640.png
Eclipse Dress,Sleek formal dress with holographic trim and asymmetric zipper. Perfect for traversing the twilight cityscapes.,89.99,Dresses & Jumpsuits,Formal Dresses,Cyberpunk,4.7,Vivid Verse,"['black', 'silver']","['Absolutely stunning and surprisingly comfortable!', 'The holographic trim catches the light beautifully. Perfect for a night out.']",6e8e40e2-a318-4021-9348-fc0dc39e51b8,[],https://d3o574pyao1sq3.cloudfront.net/fashion/6e8e40e2-a318-4021-9348-fc0dc39e51b8.png
Phantom Veil Visor,"A sleek, silver visor equipped with a discreet holographic display, designed for the urban explorer. Provides both mystery and clarity in a single glance.",95.99,Accessories,Hats & Beanies,Cyberpunk,4.8,Vivid Verse,['silver'],"['Transforms every outing into an adventure. Plus, superb glare reduction!', ""Feels like I'm in a spy movie. Gets lots of compliments.""]",8a4ed851-65f2-4dc6-a055-77efa9c08291,[],https://d3o574pyao1sq3.cloudfront.net/fashion/8a4ed851-65f2-4dc6-a055-77efa9c08291.png
Plasma Core Ring,"A sleek band housing a miniature plasma reactor illusion, glowing softly in blue. Perfect for a touch of intrigue.",59.99,Accessories,Jewelry,Cyberpunk,4.5,Nova Nest,"['blue', 'black']","['Uniquely captivating.', 'Feels like wearing the future.']",c896c9f4-dc5b-4579-beef-730ccdab1a3e,[],https://d3o574pyao1sq3.cloudfront.net/fashion/c896c9f4-dc5b-4579-beef-730ccdab1a3e.png
Quantum Core Pendant,"Suspended on a sleek titanium chain, this pendant features a glimmering silver core encapsulated in transparent armor-grade glass, pulsating with a soft blue inner light.",125.5,Accessories,Jewelry,Cyberpunk,4.8,NixNada,"['silver', 'blue']","['Striking piece, gets lots of compliments.', 'Love the futuristic vibe without being too over the top.']",93459e64-b594-4f02-90b7-cc83f1b9e0c6,[],https://d3o574pyao1sq3.cloudfront.net/fashion/93459e64-b594-4f02-90b7-cc83f1b9e0c6.png
Phase Shift Sneakers,"Sleek, low-profile sneakers equipped with kinetic energy converters that illuminate under pressure. Crafted for the urban explorer, these shoes fuse comfort with a hint of defiance. Wrapped in a silver and black color scheme, they're a subtle nod to the tech warrior in all of us.",189.99,Footwear,Sneakers,Cyberpunk,4.7,NixNada,"['silver', 'black']","['Felt the future at my feet the moment I slipped these on.', 'Perfect blend of tech and style. The light-up feature is a cool touch!', 'Durable and comfortable for long city walks. Definitely a conversation starter.']",98c1a0ca-919e-4440-85d1-01f0889387b6,[],https://d3o574pyao1sq3.cloudfront.net/fashion/98c1a0ca-919e-4440-85d1-01f0889387b6.png
Glitch Pendant,"Sculpted from a single piece of titanium, this pendant showcases an illusionary hologram core that shifts its appearance based on viewer angle. Encased in an alloy frame, it offers a glimpse into a parallel universe.",159.99,Accessories,Jewelry,Cyberpunk,4.8,NixNada,"['silver', 'blue']","['Feels like wearing a piece of another dimension.', 'The hologram effect is mesmerizing, gets compliments every time!']",05f157e9-b686-4fc2-99fb-9ff72bb325c5,[],https://d3o574pyao1sq3.cloudfront.net/fashion/05f157e9-b686-4fc2-99fb-9ff72bb325c5.png
Plasma Glide Boots,"Sleek, metallic boots equipped with discreet, high-impact absorption soles and a streamlined silhouette. Perfect for navigating the urban sprawl.",249.99,Footwear,Boots,Cyberpunk,4.6,Nova Nest,"['silver', 'black']","['Feels like walking on air, with a style that turns heads!', 'Perfect for my night time explorations. Durable and surprisingly comfortable.']",bdc1ffd4-23ef-49f1-974e-cc3e4b49b5f3,[],https://d3o574pyao1sq3.cloudfront.net/fashion/bdc1ffd4-23ef-49f1-974e-cc3e4b49b5f3.png
Quantum Glide Sneakers,"Ultra-modern sneakers designed with sleek, metallic overlays and a micro-vent mesh for supreme comfort. Integrated smart-chip for seamless connectivity with your daily tech.",220.0,Footwear,Sneakers,Cyberpunk,4.8,Nova Nest,"['silver', 'black']","['Feels like walking on air, plus the tech integration is so cool!', 'Stylish and comfortable. The future of footwear is here.']",0b1d0ab1-2239-4fd9-8ae0-cbd86bacab23,['new in'],https://d3o574pyao1sq3.cloudfront.net/fashion/0b1d0ab1-2239-4fd9-8ae0-cbd86bacab23.png
Glider High-Tech Sneaks,"Sleek, monochrome sneakers designed for the digital age. Features include kinetic energy harvesters and adaptive grip soles for the urban explorer.",220.5,Footwear,Sneakers,Cyberpunk,4.8,Nova Nest,"['black', 'silver']","['Feels like walking on air. Perfect for long nights out!', 'The adaptive grip is a game-changer for city life.']",31cb4c0c-aaa8-46cf-ab37-1eedb6fdd06e,[],https://d3o574pyao1sq3.cloudfront.net/fashion/31cb4c0c-aaa8-46cf-ab37-1eedb6fdd06e.png
MorphStep Boots,"Sleek, metallic ankle boots designed with an integrated flexibility system for unmatched agility in any urban landscape. Enhanced with discreet armored panels for protection. Equipped with an auto-adjusting fit for ultimate comfort.",220.0,Footwear,Boots,Cyberpunk,4.7,NixNada,"['silver', 'black']","['Feels like stepping into the future. Amazing comfort and surprisingly light!', 'Perfect for my nightly escapades. The fit adjustment is a game changer.']",3d607fa6-2b90-49bc-9f4a-3ed678aa5319,[],https://d3o574pyao1sq3.cloudfront.net/fashion/3d607fa6-2b90-49bc-9f4a-3ed678aa5319.png
Victorian Noir Turtleneck,"Embrace the essence of dark academia with our Victorian Noir Turtleneck. This piece is intricately designed with a blend of elegance and intellect, featuring delicate ruffles and subtle lace detailing around the cuffs. Crafted from a soft, luxurious blend of fabrics, it ensures both comfort and style. The deep black hue and tailored fit make it a versatile staple for any scholarly wardrobe.",58.0,Tops,Blouses & Shirts,Dark Academia,4.5,Echo & Stitch,['black'],"[""Absolutely adore this turtleneck! It's both comfortable and stylish."", 'The details on the cuffs are so unique. Received many compliments!', 'Perfectly fits the dark academia vibe I was looking for.']",558b6da7-7a05-4663-a88f-3a47e59e1cae,[],https://d3o574pyao1sq3.cloudfront.net/fashion/558b6da7-7a05-4663-a88f-3a47e59e1cae.png
Scholar's Reprieve Woolen Blouse,"Encapsulating the essence of Dark Academia, this luxuriously textured woolen blouse marries scholarly elegance with a touch of enigma. Designed with a high collar and fitted silhouette, it's a modern ode to classical academia. Perfect for layering under blazers or worn on its own for a statement of quiet sophistication.",89.99,Tops,Blouses & Shirts,Dark Academia,4.7,Nova Nest,"['black', 'grey']","['This blouse embodies elegance and comfort. A staple for any Dark Academia wardrobe!', 'Absolutely in love with the texture and fit. It looks great under a blazer.', ""Worth every penny. The craftsmanship is impeccable and it's very versatile.""]",630caa1c-3449-46a6-aaf4-5cf9f64720fc,['sale'],https://d3o574pyao1sq3.cloudfront.net/fashion/630caa1c-3449-46a6-aaf4-5cf9f64720fc.png
Vintage Scholar Turtleneck,"Crafted in sumptuous wool blend, this turtleneck embodies the essence of dark academia with its scholarly silhouette. Perfect for layering or standalone wear, it invites the wearer to embrace the romantic allure of classical learning.",59.99,Tops,Sweaters & Cardigans,Dark Academia,4.8,Echo & Stitch,"['brown', 'grey']","['The perfect blend of comfort and academia chic.', 'Feels like wandering the halls of a historic university.', 'Amazing quality, but wish it came in more colors.']",2cbd5f7b-cc4b-4afb-9670-b2f7e13c4281,[],https://d3o574pyao1sq3.cloudfront.net/fashion/2cbd5f7b-cc4b-4afb-9670-b2f7e13c4281.png
Vintage Scholar Turtleneck,"Embrace the romantic allure of the Dark Academia subculture with our Vintage Scholar Turtleneck. Crafted for an intellectual and moody aesthetic, this piece marries the comfort of soft, stretchable fabric with the timeless charm of pleated details. Perfect for layering under blazers or worn solo for a minimalist, scholarly look.",55.0,Tops,Sweaters & Cardigans,Dark Academia,4.5,Echo & Stitch,"['black', 'grey']","['Absolutely in love with this turtleneck! It fits perfectly into my Dark Academia wardrobe.', 'High quality and so comfortable for long study sessions. The pleated detail adds a nice touch.', 'A staple piece for anyone into Dark Academia. Warm, stylish, and versatile.']",5e7f25df-1396-421b-b555-2a90ca8ea4da,[],https://d3o574pyao1sq3.cloudfront.net/fashion/5e7f25df-1396-421b-b555-2a90ca8ea4da.png
Scholar's Silhouette Blouse,"Crafted from soft, breathable fabric, this blouse encapsulates the essence of Dark Academia with its high neckline, ruffle detailing, and billowing sleeves. Ideal for layering under a blazer or worn solo for a statement in scholarly elegance.",58.0,Tops,Blouses & Shirts,Dark Academia,4.5,Echo & Stitch,"['brown', 'black']","[""Perfect blend of elegance and comfort. I've worn it to both lectures and poetry readings."", 'The ruffle detail is just exquisite, makes every outfit look sophisticated!', 'A bit pricy, but the quality speaks for itself. A timeless piece for any wardrobe.']",d4951e16-1f7e-4e5b-8c6c-9fa73e99a721,['sale'],https://d3o574pyao1sq3.cloudfront.net/fashion/d4951e16-1f7e-4e5b-8c6c-9fa73e99a721.png
Hawthorn Velveteen Blouse,"Embody the romantic allure of Dark Academia with our Hawthorn Velveteen Blouse. Crafted from luxurious, deep burgundy velvet, this piece features intricate ruffle detailing on the collar and sleeves, perfectly marrying scholarly elegance with vintage charm.",85.0,Tops,Blouses & Shirts,Dark Academia,4.7,Solemn Chic,['burgundy'],"['The ultimate blouse for any Dark Academia enthusiast. The velvet is soft, and the color is beautifully deep.', 'Absolutely in love with the ruffle detailing - it adds such a poetic touch!', 'Wore this for a university event and received so many compliments. Perfect blend of sophistication and vintage vibe.']",fa8e18d7-25d6-4178-99db-f2f5adef2e2e,[],https://d3o574pyao1sq3.cloudfront.net/fashion/fa8e18d7-25d6-4178-99db-f2f5adef2e2e.png
Burgundy Scholar Turtleneck,"Crafted from the softest wool blend, this burgundy turtleneck envelops you in warmth and intellectuality, making it the perfect addition to your Dark Academia wardrobe. Ribbed cuffs and a slim fit silhouette enhance its scholarly appeal.",65.99,Tops,Sweaters & Cardigans,Dark Academia,4.7,Echo & Stitch,['red'],"['The epitome of cozy intellectual chic. Perfect for library days!', ""I've received so many compliments. The color and fit are sublime."", 'Warm, comfortable, and incredibly stylish. A Dark Academia must-have.']",064fd6cf-c86d-47bc-86a5-839e4a9bc31a,[],https://d3o574pyao1sq3.cloudfront.net/fashion/064fd6cf-c86d-47bc-86a5-839e4a9bc31a.png
Scholar's Embrace Cardigan,"A finely knit cardigan that combines the moody, introspective vibe of Dark Academia with practical warmth. Featuring deep pockets and elbow patches, this cardigan is perfect for a scholarly pursuit or a thoughtful stroll through ancient libraries.",120.0,Tops,Sweaters & Cardigans,Dark Academia,4.5,Echo & Stitch,"['grey', 'burgundy']","['The perfect companion for late-night study sessions.', 'Quality material, and the elbow patches are a charming touch.', 'A bit heavier than expected but wonderfully cozy.']",5dc4fd4a-0ad8-44e6-a4ec-b93528addfff,[],https://d3o574pyao1sq3.cloudfront.net/fashion/5dc4fd4a-0ad8-44e6-a4ec-b93528addfff.png
Burgundy Philosopher Cardigan,"Embrace the essence of Dark Academia with this finely knit burgundy cardigan, featuring deep pockets and antique button details. Perfect for scholarly pursuits or cozy evenings buried in gothic literature.",120.0,Tops,Sweaters & Cardigans,Dark Academia,4.8,Echo & Stitch,"['red', 'black']","['The perfect addition to my Dark Academia wardrobe. Warm and stylish!', ""Absolutely love the vintage buttons and the deep, rich color. Feels like I'm in an old library every time I wear it."", 'Great quality, but I wish it was a bit thicker for colder nights.']",a8fd9b1e-1c27-4889-8547-8e985e418835,[],https://d3o574pyao1sq3.cloudfront.net/fashion/a8fd9b1e-1c27-4889-8547-8e985e418835.png
Philosopher's Wool Cardigan,"Crafted from the finest wool, this cardigan captures the essence of Dark Academia with its deep burgundy hue and intricate cable knit design. Perfect for layering over a crisp shirt or a cozy turtleneck, it embodies scholarly elegance and timeless style.",120.0,Tops,Sweaters & Cardigans,Dark Academia,4.5,Echo & Stitch,['burgundy'],"[""The epitome of Dark Academia vibes! It's warm, stylish, and the burgundy color is just perfect."", ""I've been living in this cardigan since it arrived. So cozy and it fits the Dark Academia aesthetic beautifully."", ""Beautifully made but the sleeves were a bit long for me. Still, it's my go-to piece for colder days.""]",42abdd35-ba75-4df5-b7f5-f599797d1270,[],https://d3o574pyao1sq3.cloudfront.net/fashion/42abdd35-ba75-4df5-b7f5-f599797d1270.png
Philosopher's Ribbed Cardigan,"Crafted with the spirit of Socratic dialogues in mind, this ribbed cardigan embodies the essence of Dark Academia. The deep burgundy hue and intricate ribbed texture echo the robust discussions of ancient halls, while the comfortable fit ensures you're both stylish and warm during your scholarly pursuits.",120.0,Tops,Sweaters & Cardigans,Dark Academia,4.8,Echo & Stitch,['burgundy'],"[""Feels like I'm wrapped in history and sophistication."", 'The perfect cardigan for cold library days.', ""Stunning color and superb quality. It's like wearing a piece of art.""]",f7fa857b-eb0d-4e28-8117-92f109b58b43,[],https://d3o574pyao1sq3.cloudfront.net/fashion/f7fa857b-eb0d-4e28-8117-92f109b58b43.png
Vintage Scholar Pleated Skirt,"Crafted from a rich wool blend, this pleated skirt captures the essence of dark academia with its deep burgundy shade and tailored silhouette. Perfect for pairing with a snug turtleneck or a vintage blazer, it evokes the scholarly spirit with every fold.",89.99,Bottoms,Skirts,Dark Academia,4.7,Solemn Chic,['burgundy'],"['The perfect skirt for my dark academia wardrobe!', 'High-quality wool blend and the color is just divine.', 'Absolutely in love; it makes me feel like a scholar stepping out of a Gothic novel.']",1506a2ca-6cde-46c5-ae51-f1981240aec7,[],https://d3o574pyao1sq3.cloudfront.net/fashion/1506a2ca-6cde-46c5-ae51-f1981240aec7.png
Scholar's Shadow Pleated Skirt,"Embrace the essence of Dark Academia with our Scholar's Shadow Pleated Skirt. Crafted from rich, moody tones of deep green and black, this skirt exudes an air of scholarly elegance. Its timeless pleats bring a romantic flair to any academic endeavor, perfectly blending aesthetics and intellect.",65.0,Bottoms,Skirts,Dark Academia,4.7,Echo & Stitch,"['green', 'black']","['Absolutely in love with the texture and color! It pairs so well with my vintage blouses.', 'The perfect skirt for my dark academia wardrobe. Classy and comfortable.', ""I wore this for a library day, and it just set the mood. Plus, it's really well made!""]",8eff4443-9066-4da6-b2e1-3bb0600f6131,[],https://d3o574pyao1sq3.cloudfront.net/fashion/8eff4443-9066-4da6-b2e1-3bb0600f6131.png
Chiaroscuro Corduroy Trousers,"Expertly crafted in soft, deep green corduroy, these trousers capture the essence of the Dark Academia aesthetic with their vintage silhouette and scholarly charm. Perfect for a day spent in the library or a thoughtful stroll through the campus grounds.",89.99,Bottoms,Trousers & Pants,Dark Academia,4.8,Echo & Stitch,"['green', 'black']","['The perfect blend of comfort and style. Feels like walking through history.', 'The color is absolutely rich and pairs well with earthy tones. A staple in my Dark Academia wardrobe.', 'Quality fabric and flattering fit. I appreciate the attention to detail.']",7ae7a74c-6e0d-4b4e-80b8-d847f6bc916b,[],https://d3o574pyao1sq3.cloudfront.net/fashion/7ae7a74c-6e0d-4b4e-80b8-d847f6bc916b.png
Philosopher's Pleated Skirt,"A vintage-inspired, deep green pleated skirt that captures the essence of scholarly pursuits and evening musings over classic literature. Crafted from a rich, heavy wool blend, this skirt exudes a sense of timeless academia.",79.99,Bottoms,Skirts,Dark Academia,4.5,Solemn Chic,"['green', 'black']","['Perfect for my library days and coffee shop evenings.', 'The deep green is richer in person, and the material feels incredibly luxurious.', 'Brings an scholarly elegance to any outfit. A bit pricey but worth it for the quality.']",e3c927f8-8f90-47cb-916a-cf5e0ed0d936,[],https://d3o574pyao1sq3.cloudfront.net/fashion/e3c927f8-8f90-47cb-916a-cf5e0ed0d936.png
Oxford Pleated Wool Skirt,"Evoke the essence of Dark Academia with our Oxford Pleated Wool Skirt. Carefully crafted from the finest wool, this skirt combines a classic pleated silhouette with the timeless charm of academia. Perfect for scholarly pursuits or leisurely strolls through ancient libraries.",85.0,Bottoms,Skirts,Dark Academia,4.8,Solemn Chic,"['brown', 'grey']","['Truly feels like stepping into a classic novel.', 'The perfect blend of comfort and scholarly elegance.', 'Pairs wonderfully with a turtleneck and loafers.']",e51e0a2a-3229-4426-bcb5-5396e640d532,['sale'],https://d3o574pyao1sq3.cloudfront.net/fashion/e51e0a2a-3229-4426-bcb5-5396e640d532.png
Solemn Chic Scholarly Wool Trousers,"Embrace the essence of Dark Academia with these fine wool trousers, tailored to perfection for a blend of comfort and scholarly elegance. Featuring a classic pleated front and a deep grey color, these trousers are your gateway to a realm of timeless academia.",89.99,Bottoms,Trousers & Pants,Dark Academia,4.5,Solemn Chic,['grey'],"['Perfect for my campus strolls and library days. Absolutely cozy and stylish!', 'The fit is remarkably flattering, giving that vintage academic vibe I adore.', 'A bit pricier, but worth every penny for the quality and fit.']",63a6f5d8-f56b-4771-b946-865cadc0ad23,[],https://d3o574pyao1sq3.cloudfront.net/fashion/63a6f5d8-f56b-4771-b946-865cadc0ad23.png
Scholar's Pact Wool Trousers,"Embrace the essence of Dark Academia with these impeccably tailored Scholar's Pact Wool Trousers. Crafted from the finest wool blend, they offer a nod to vintage scholarly fashion with a modern twist. Featuring a deep green hue reminiscent of age-old libraries, these trousers are a testament to classic elegance and intellectual pursuits. Perfect for the academically inclined and those who treasure timeless style.",85.0,Bottoms,Trousers & Pants,Dark Academia,4.5,Nova Nest,['green'],"['The perfect trousers for my Dark Academia wardrobe! Love the deep green color.', 'Excellent fit and quality material. Feels like stepping into the past.', 'So comfortable and stylish. Received many compliments at the university.']",5cc81ec4-ada2-40ac-b084-029ce8fb174d,[],https://d3o574pyao1sq3.cloudfront.net/fashion/5cc81ec4-ada2-40ac-b084-029ce8fb174d.png
